source,target,tweetid,text,retweets,favourites,includesimage
Kidada E. Williams,KidadaEWilliams,1420301559,@drvholden #AHA2015 #s102: they intentionally chose tumblr as a social media site for many reasons inc breaking wall btwn academy & publics,1,0,FALSE
Trip Kirkpatrick,triplingual,1420301560,"#s102 #AHA2015 Celebration of resistive play on tumblr. Longstanding queer tradition of reading, looking at and resisting normative society.",0,1,FALSE
Ebony Jones,ebony__pearl,1420301570,Convos about slavery and queer theory/studies already happening on the ground/online @jmjafrx @queeringslavery #AHA2015 #s102,3,2,FALSE
Kalani Craig,kalanicraig,1420301572,How @cliotropic does peer review #AHA2015 #s95 pic.twitter.com/DLqa0G0Olo,0,4,TRUE
Abby Mullen,abbymullen,1420301577,@urbanhumanist Link to NEH Workshop on Digital Methods for Military History http://northeastern.edu/nulab/dmmh™_ #dmmh #aha2015 #s95,0,1,FALSE
Estee,estee_rios,1420301582,Knowles_éì work is on imp of clothing in history of #slavery but few examples survive. She has found about 30. #aha2015 #CCWH4,0,0,FALSE
Princeton Univ Press,PrincetonUPress,1420301584,Spending the weekend at #AHA2015? Browse our latest books and visit us at booth 305: http://blog.press.princeton.edu/2015/01/03/new-history-catalog-3/™__éÙ,1,6,FALSE
Marla Miller,MarlaAtUmass,1420301589,"These objects challenging to study. Often preserved/donated by whites, simples styles/fabrics that are hard to date, etc. #aha2015 #CCWH4",1,1,FALSE
Micki Kaufman,MickiKaufman,1420301589,#s102 #aha2015 tumblr offers 'queering slavery' a chance to engage in 'resistive play' with historical forms.,1,3,FALSE
Jesse Stommel,Jessifer,1420301620,"The MOOC Manqu_∏: Even pseudo-massive courses of 50 depend on peer-review, peer-driven learning, & reflective work. @cliotropic #AHA2015 #s95",0,2,FALSE
Rachel Herrmann,Raherrmann,1420301633,.@jonathandirk: borders between fields & borders between academic and non-academic fields constitute two important borderlands #AHA2015 #s99,0,1,FALSE
Jeff McClurken,jmcclurken,1420301635,Interesting approach. RT @kalanicraig: How @cliotropic does peer review #AHA2015 #s95 pic.twitter.com/0MBlSEyIOV,0,3,TRUE
susan garfinkel,footnotesrising,1420301646,.@cliotropic on his mooc-like online course and how to generate engagement and solve labor issues at same time w/ peer review. #AHA2015,1,2,FALSE
Joanna illy,Joannailly,1420301647,Knowles_éì work is on imp of clothing in history of #slavery but few examples survive. She has found about 30. #aha2015 #CCWH4,0,1,FALSE
Kidada E. Williams,KidadaEWilliams,1420301649,You can check out @queeringslavery tumblr here http://qswg.tumblr.com™_. #AHA2015 #s102,0,5,TRUE
Jane Carr,janegreenway,1420301651,E. Fitzpatrick: US tradition of historians engaging with public problems goes back to Progressive Era & founding of AHA. #s92 #AHA2015,0,1,FALSE
Claire Potter,TenuredRadical,1420301656,"Whether contributions of historians to public debate has been good or bad#, or just difficult, is a matter of debate #aha2015",1,1,FALSE
Trip Kirkpatrick,triplingual,1420301660,#s102 #AHA2015 Clip from _é£Paris is Burning_éó to talk about Reading and Shade. Latter from former.,0,0,FALSE
H-Net,HNet_Humanities,1420301662,We're looking for new editors and network ideas. Check out H-Net 1 - H-Net Commons: http://guidebook.com/guide/27400/event/9868237/™__éÙ,,,
Jen Jack Gieseking,jgieseking,1420301663,@MickiKaufman darling say more. I just woke up and this is baffling my not-yet-caffeinated brain. And good morning. Hallo #aha2015.,0,0,TRUE
Scott Moranda,dienstmann75,1420301665,I Wonder how much #tuning and globalized #history standards challenge histories and teaching overly focused on the #national #AHA2015 #s96,0,1,FALSE
Shirley Samuels,SRSamuels,1420301677,_é£@cliotropic: Wiggins: Coursera & JSTOR recently signed a contract to allow any MOOC to have access to 5 articles per course. #s64 #AHA2015_éó,0,0,TRUE
Kalani Craig,kalanicraig,1420301687,".@cliotropic uses peer review to lighten grading load, making time for personal connections, which = higher retention rates. #AHA2015 #s95",2,1,FALSE
Seth Denbo,seth_denbo,1420301688,#aha2015 @cliotropic on importance of using peer-to-peer evaluation in online teaching #s95,0,0,FALSE
dbcthesis,dbcthesis2002,1420301694,"Vanessa Holden & @jmjafrx are introducing Dorian Corey's definition of ""reading"" from Paris is Burning.  QSWG #AHA2015",4,4,FALSE
History of Science,hssonline,1420301702,"In the end, Reade admits to not being ""a very good Darwinian"" in his evolutionary epic - Hesketh at #AHA2015 #hss",2,1,FALSE
Jesse Stommel,Jessifer,1420301712,I focus my attention less on grading and more on making sure I know every student. @cliotropic #AHA2015 #s95,4,8,FALSE
Claire Potter,TenuredRadical,1420301713,Public engagement seems to be linked to the survival of academic history #AHA2015,25,10,FALSE
Womens History Sites,ncwhs,1420301718,RT @urbanhumanist: Provocative: How much of public history_éìs being a secondary field related to being gendered? #s82 #AHA2015 @DDMeringolo,3,0,FALSE
Trip Kirkpatrick,triplingual,1420301718,#s102 #AHA2015 Difference in discourse when convo happens between worlds or within.,0,0,FALSE
OUP American History,OUPAmHistory,1420301723,Happy #AHA2015! Looking for something to do on a break?  Check out our recs on shows to see and museums to explore. http://oxford.ly/1vpgPk9™_,0,0,TRUE
Marla Miller,MarlaAtUmass,1420301727,"So, Knowles describes comparative strengths/limits of archival sources used to study of the clothing of enslaved bodies #aha2015 #CCWH4",0,3,FALSE
Kathryn Falvo,krosefalvo,1420301733,"Historians are the ""time people."" We instill a sense of dynamism, of action and inaction, of action and consequence.  #AHA2015 #s100",3,0,FALSE
Trip Kirkpatrick,triplingual,1420301752,#s102 #AHA2015 [Shade seems grounded in tacit mutual knowledge.],0,0,FALSE
"Vernon Mitchell, Jr.",vcmitchelljr,1420301754,Fascinating presentation on queer studies & it's place in transatlantic slavey via social media @jmjafrx & Vanessa M. Holden #QSWG #AHA2015,4,1,FALSE
Cameron Blevins,historying,1420301774,Thoughts on digital history course (http://jasonheppler.org/teaching/hist205f.2014/™__éÙ) from @jaheppler #AHA2015,9,9,FALSE
Beyond Citation,beyondcitation,1420301776,_é£Early professionals believed that historians could make a unique contribution to public debate #AHA2015 - Claire..._éó http://sfy.co/swWs™_,0,0,FALSE
Jeff McClurken,jmcclurken,1420301784,.@jaheppler talking about his Digital History Methods class http://jasonheppler.org/teaching/hist205f.2014/™__éÙ #aha2015 #s95,1,4,FALSE
Claire Potter,TenuredRadical,1420301795,"Technology gives historians much greater access to the public, linking the discipline to public debates #AHA2015",1,2,FALSE
Kidada E. Williams,KidadaEWilliams,1420301801,. @jmjafrx @drvholden #AHA2015 #s102: another reason for tumblr is because it's an open & resistant space already really open to queerness.,1,2,FALSE
Beyond Citation,beyondcitation,1420301804,_é£Exposure to public debate pushes historians to reexamine their assumptions: Chatterjee #AHA2015 - Claire Potter..._éó http://sfy.co/twVO™_,0,0,FALSE
Philip Hnatkovich,_beneze_,1420301825,Today is one of those days when twitter is incredibly inspiring #aha2015 #twitterstorians,0,2,FALSE
Micki Kaufman,MickiKaufman,1420301828,"#s102 #aha2015 starts out with _éïParis is Burning_éì on READING/SHADE, a forced anachronism. Placing the project_éìs visual culture @jgieseking",0,0,TRUE
Ebony Jones,ebony__pearl,1420301830,Appreciate @queeringslavery @jmjafrx for educating aha scholars on the definitions of a read and throwing shade  #AHA2015 #s102,4,3,FALSE
Beyond Citation,beyondcitation,1420301833,_é£.@cliotropic on managing pedagogy via digital peer review in a pseudo-massive online course. #AHA2015 #s95 -..._éó http://sfy.co/b07Dj™_,3,0,FALSE
Greg Afinogenov,athenogenes,1420301836,Salaita seems like the elephant in the room in.this discussion of historians as public (political) intellectuals. #s92 #aha2015,0,0,FALSE
Adeline Koh,adelinekoh,1420301851,Now in #AHA2015 #s95 digital pedagogy for history. looking forward to listening to @jessifer https://aha.confex.com/aha/2015/webprogram/Session12192.html™__éÙ,2,3,FALSE
Roxanne Shirazi,RoxanneShirazi,1420301857,"Digital lends to ""partial formation of new discursive arenas"" to inhabit + explore interstitial spaces, gaps between fields #s99 #aha2015",0,1,FALSE
Heather Munro Presco,hmprescott,1420301860,#s99 how does one develop a digital voice? #AHA2015,0,1,FALSE
Claire Potter,TenuredRadical,1420301861,"History may be ill suited to contemporary media, which moves too swiftly for research & is often lacking nuance  #AHA2015",3,2,FALSE
Kalani Craig,kalanicraig,1420301880,.@jaheppler grounds digital methods in local history ? (hist of Silicon Valley) rather than abstract data to inc. engagement #aha2015 #s95,0,2,FALSE
Roper Center,RoperCenter,1420301894,Are you participating in the Conference on Latin American History at #AHA2015 ? Ever used Latin American Databank? pic.twitter.com/yK8tUmrFcf,0,0,TRUE
Anelise H Shrout,AneliseHShrout,1420301898,"#s102 #aha2015 .@drvandanashiva .@jmjafrx developed a citation style for tumblr to aggregate images, explicitly read queerness into them",2,2,FALSE
Monica L. Mercado,monicalmercado,1420301899,Georgini responds to @jonathandirk: blogging can help people who feel like they are out of bounds--jr scholars/k-12/ grad stus #AHA2015 #s99,1,0,FALSE
Roxanne Shirazi,RoxanneShirazi,1420301917,"(that last was from Jonathan VanAntwerpen's talk, btw) #s99 #aha2015",0,0,FALSE
Trip Kirkpatrick,triplingual,1420301927,"#s102 #AHA2015 Started with image of slavery practice, hashtagged with multivalent terms to get it involved with other convos.",0,0,FALSE
Carly Silver,CarlyASilver,1420301928,.@mediciproject can give bring Italy to those who can't move and do research. #AHA2015 #twitterstorians,0,0,FALSE
Benjamin Park,BenjaminEPark,1420301932,".@calebmaskell neither Modern or Noll engage race, which is ironic since both framed as lead up to Civil War. #AHA2015",3,3,FALSE
Jesse Stommel,Jessifer,1420301944,Useful to teach historical methods with grounding in local history. @jaheppler #AHA2015 #s95 Digital tools can connect disparate places.,7,4,FALSE
Ellen Wu,ellendwu,1420301960,#twitterstorians: Know anyone who would make a fab editor for AHR? Encourage her/him to apply! https://indiana.peopleadmin.com/postings/1338™_ #history #aha2015,3,2,FALSE
Claire Potter,TenuredRadical,1420301964,"Ellen Fitzpatrick leads us thru the questions every historian will be asked, perhaps leading to fragile conclusions out of context #AHA2015",1,0,FALSE
Carly Silver,CarlyASilver,1420301969,Catherine de Medici ordered most of her underwear from Florence. #AHA2015 #twitterstorians,1,0,FALSE
Shane Landrum,cliotropic,1420301988,Slides for my lightning talk on the US history survey as #MOOC manqu_∏: http://bit.ly/us-mooc-manque™_ #s95 #AHA2015,4,3,FALSE
Vanessa Varin,VLVarin,1420301993,Happening now: @risenc @ProfessMoravec discussing the art and practicalities of history blogging #AHA2015 #s99 pic.twitter.com/BFVDpWYsTh,0,2,TRUE
Monica L. Mercado,monicalmercado,1420301999,".@ProfessMoravec responds to @jonathandirk arguing as a feminist scholar, when she hears ""borderlands,"" she thinks Anzald__a #AHA2015 #s99",3,5,FALSE
Trip Kirkpatrick,triplingual,1420302001,#s102 #AHA2015 Now:,,,
Rob Gee,robgee18,1420302001,"Georgini acknowledges the ""digital voice"" and how creating it forces you to think through both content and audience. #AHA2015 #s99",4,5,FALSE
Beyond Citation,beyondcitation,1420302004,_é£Public engagement seems to be linked to the survival of academic history #AHA2015 - Claire Potter (@TenuredRadical)_éó http://sfy.co/a07Mp™_,0,0,FALSE
Trip Kirkpatrick,triplingual,1420302006,#s102 #AHA2015 the Fragmentary Histories of American Families https://aha.confex.com/aha/2015/webprogram/Paper17556.html™__éÙ -,0,0,FALSE
Kathryn Tomasek,KathrynTomasek,1420302013,"@hmprescott Digital spaces offer opportunity to develop one's own voice, move away from anxieties about professional voice. #aha2015",0,7,TRUE
Claire Potter,TenuredRadical,1420302017,Historians run the risk of echoing present concerns as if they were the sa e as past concerns #AHA2015,3,0,FALSE
Micki Kaufman,MickiKaufman,1420302034,#s102 #aha2015 @wgthomas3 : DC court records of enslaved people petitioning for freedom. Legal records to surface the previously invisible.,1,1,FALSE
CHSSP,CHSSP_SO,1420302034,"California History-Social Science Project has curriculum, lessons and primary sources waiting for you at Booth 220 Free!#CommonCore #AHA2015",0,2,FALSE
Trip Kirkpatrick,triplingual,1420302040,#s102 #AHA2015 At core is making visible things that were previously invisible [in historiography],0,2,FALSE
Monica L. Mercado,monicalmercado,1420302043,"Who is the public for @ProfessMoravec? ""I'd rather speak to activists to academics,"" and she has that privilege with tenure #AHA2015 #s99",7,5,FALSE
Lauren T,nolauren,1420302059,Great projects by @jaheppler students in their digital history course! http://jasonheppler.org/2014/12/30/teaching-digital-history/™__éÙ #AHA2015,3,3,FALSE
Denise D. Meringolo,DDMeringolo,1420302071,Will Thomas and Jennifer Guilliano presenting on collaborative project to digitize and analyze court records #AHA2015,2,1,FALSE
Kidada E. Williams,KidadaEWilliams,1420302089,Thomas and Guiliano #AHA2015 #s102: exploring black and white family networks in D.C.,1,2,FALSE
Rachel Herrmann,Raherrmann,1420302105,".@ProfessMoravec: writing in public as ""writing w/a forked tongue."" Jargon-free--but acknowledges she's done it post-tenure #aha2015 #s99",1,2,FALSE
Vanessa Varin,VLVarin,1420302105,#AHA2015 panel #s102 Digital Histories of Slavery draws large crowd pic.twitter.com/RJMGvbxVNa,0,1,TRUE
Benjamin Park,BenjaminEPark,1420302118,.@calebmaskell is whiteness a constituent part of the Protestant synthesis in antebellum America? #AHA2015,5,2,FALSE
Heather Munro Presco,hmprescott,1420302126,#s99 grad school doesn't train you for dealing with random troll on your blog #AHA2015,2,3,FALSE
J.M. Wasko,jmwasko,1420302128,"2nd source of text-based evidence of slave clothes in the records of plantation owners & managers, tells @Katie_C_Knowles. #aha2015 #CCWH4",0,0,FALSE
Trip Kirkpatrick,triplingual,1420302130,#s102 #AHA2015 Demo site: http://earlywashingtondc.org™_,1,0,FALSE
Kate H. Moore,HistoricallyUs,1420302133,@risenc Asks to what ends do you do public/digital scholarship? #AHA2015,1,0,FALSE
Beyond Citation,beyondcitation,1420302139,_é£#s99 how does one develop a digital voice? #AHA2015 - Heather Munro Presco (@hmprescott)_éó http://sfy.co/pwW4™_,0,2,FALSE
Mitch Fraas,MitchFraas,1420302141,Digging the legal historical work being done by @wgthomas3  & @jenguiliano on early DC! http://earlywashingtondc.org/™_,,,
History of Science,hssonline,1420302152,Final paper of #AHA2015 #hss is Travis Ross (Utah) on controversy over Hubert Howe Bancroft's memoir Literary Industries (1890).,0,1,FALSE
Denise D. Meringolo,DDMeringolo,1420302153,Demonstration site is http://earlywashingtondc.org™_ but this will be replaced #AHA2015,3,0,FALSE
JulieREnszer,JulieREnszer,1420302154,@monicalmercado @ProfessMoravec @jonathandirk I think though that Anzald__a and Bourdieu are in conversation together. #AHA2015,0,0,TRUE
